,JobName,CompanyName,LocationJob,JobType,Type_of_Experience,Years_of_Experience,Skills
11289,Senior Data Modeler,SSC Egypt ,Cairo,Full Time,Experienced,4 - 7 Yrs of Exp,['IT
11290,Senior Embedded Linux Engineer,Sigma Engineering ,Obour City,Full Time,Experienced,3 - 4 Yrs of Exp,['Engineering - Telecom
11291,Receptionist,SABIS® ,New Heliopolis,Full Time,Experienced,2 - 5 Yrs of Exp,"['Administration', 'receptionist', 'Administration']"
11292,"1.	Sales Administrator",Al,6th of October,Full Time,Experienced,3 - 5 Yrs of Exp,"['Administration', 'Commercial Sales', 'Administration', 'Microsoft Office']"
11293,Assistant Head of Accounts,Al,6th of October,Full Time,Senior Management,10 - 12 Yrs of Exp,['Accounting
11294,General Accountant,Al,6th of October,Full Time,Experienced,5 - 10 Yrs of Exp,['Accounting
11295,Senior property consultant,Al,6th of October,Full Time,Experienced,5 - 10 Yrs of Exp,['Operations
11296,Sales Representatives,Al,6th of October,Full Time,Experienced,2 - 5 Yrs of Exp,['Sales
11297,Graphic Designer,Bee Interactive Ltd. ,Zamalek,Full Time,Experienced,4+ Yrs of Exp,['Creative
11298,Corporate Lawyer,Pillars ,Cairo,Full Time,Experienced,2 - 5 Yrs of Exp,"['Legal', 'Commercial', 'Corporate', 'Corporate Law', 'Law', 'Legal', 'Commercial Law', 'Communication skills', 'Contracts', 'English']"
11299,Back,Refilex ,Dokki,Full Time,Experienced,3+ Yrs of Exp,['Creative
11300,Sales Coordinator,Fawry for Banking Technology and Electronic Payments S.A.E ,Gharbia,Full Time,Entry Level,1 - 2 Yrs of Exp,['Sales
11301,HR Operations Specialist,TECTRA ,Giza,Full Time,Entry Level,1 - 3 Yrs of Exp,"['Human Resources', 'Operations"
11302,French Counsellor Internship.,Leap Development Hub ,Madinaty,Internship,Student,0 - 1 Yrs of Exp,['Education
11303,Business Development Team Leader,Solera ,Heliopolis,Full Time,Experienced,6 - 10 Yrs of Exp,"['Business Development', 'Engineering - Mechanical"
11304,Process Automation Engineer,Advanced Control Systems (ACS) ,Nozha,Full Time,Experienced,0 - 5 Yrs of Exp,['Installation
11305,Senior Talent Acquisition Specialist,Majorel Egypt ,Alexandria,Full Time,Experienced,2 - 3 Yrs of Exp,"['Administration', 'Human Resources', 'Communication', 'Human Resources"
11306,Content Creator,Jazeera Paints ,10th of Ramadan City,Full Time,Experienced,3 - 5 Yrs of Exp,['Writing
11307,HSE Director,Pillars ,Cairo,Full Time,Manager,20+ Yrs of Exp,['Manufacturing
11308,Marketing Manager,SCHWABE ,6th of October,Full Time,Manager,4 - 10 Yrs of Exp,['Marketing
11309,System Requirements Senior Engineer,SYSTRA ,Downtown,Full Time,Experienced,13 - 16 Yrs of Exp,"['Engineering - Other', 'testing and commissioning', 't&c', 'doors', 'system', 'RAMS', 'System Assurance', 'engineering']"
11310,Procurement Engineer,Saudi,Cairo,Full Time,Entry Level,1 - 3 Yrs of Exp,['Purchasing
11311,HR Manager,Confidential ,Bourj Alarab,Full Time,Manager,8 - 12 Yrs of Exp,['Manufacturing
11312,Cybersecurity Engineer,Confidential ,Cairo,Part Time,Experienced,5 - 8 Yrs of Exp,['IT
11313,Marketing specialist,Confidential ,10th of Ramadan City,Full Time,Experienced,2 - 4 Yrs of Exp,['Marketing
11314,English Teacher all grades,Bloom Language School ,Haram,Full Time,Experienced,1 - 3 Yrs of Exp,['Education
11315,English & academic supervisor,Kiddy Corner Nursery ,Sheraton,Full Time,Experienced,3 - 10 Yrs of Exp,['Education
11316,Logistic Officer,Al Ahram Herbs ,6th of October,Full Time,Entry Level,females_preferred,['Logistics
11317,React.js Developer,Bytesway ,Nasr City,Full Time,Experienced,2 - 5 Yrs of Exp,['IT
11318,Medical Claims Team Leader,Mersal  ,Maadi,Full Time,Experienced,2 - 4 Yrs of Exp,['Medical
11319,Customs Clearance,Egytrans ,Sheraton,Full Time,Experienced,3 - 5 Yrs of Exp,['Logistics
11320,Oracle Developer,Ascon Advanced Solutions & Consultant ,Riyadh,Full Time,Entry Level,3 - 5 Yrs of Exp,['IT
11321,Electrical Site Engineer,Tabarak Holding  ,Ras Ghareb,Full Time,Experienced,10 - 12 Yrs of Exp,['Engineering - Mechanical
11322,Sales Specialist,Mobis ,Ameria,Full Time,Experienced,0 - 3 Yrs of Exp,"['males_only', 'Customer Service"
11323,Sales Account Manager Agent,Egyptian Cultural Center ,Nasr City,Full Time,Experienced,1 - 3 Yrs of Exp,['Customer Service
11324,React Native Developer,Bytesway ,Cairo,Full Time,Experienced,2 - 5 Yrs of Exp,['IT
11325,Technical Support Specialist,Premier Services and Recruitment Overseas  ,Maadi,Full Time,Experienced,2 - 4 Yrs of Exp,['IT
11326,Finishing Engineer,Tabarak Holding  ,Ras Ghareb,Full Time,Experienced,5 - 7 Yrs of Exp,['Engineering - Construction
11327,Maintenance Engineer,SE Wiring Systems EGYPT ,6th of October,Full Time,Entry Level,0 - 1 Yrs of Exp,['Installation
11328,Executive Secretary,Afaqy ,Riyadh,Full Time,Experienced,3 - 6 Yrs of Exp,"['Administration', 'Administration', 'secretary', 'Business Administration', 'Executive Secretary']"
11329,English Teacher,Al Hoda Azhar Language Schhol ,6th of October,Full Time,Experienced,3 - 15 Yrs of Exp,['Education
11330,Software Tester,INVENTO ,Cairo,Full Time,Experienced,2 - 5 Yrs of Exp,['IT
11331,IT Help Desk,IT Valley ,Dokki,Full Time,Experienced,3 - 6 Yrs of Exp,['IT
11332,Personnel Administration Specialist,IRON MOUNTAIN ,Cairo,Full Time,Entry Level,0 - 2 Yrs of Exp,"['Administration', 'Human Resources', 'Administration', 'Business Administration', 'English', 'Human Resources"
11333,Senior Front,INVENTO ,Cairo,Full Time,Experienced,5 - 8 Yrs of Exp,['IT
11334,Senior HR Specialist,IT Valley ,Dokki,Full Time,Experienced,5 - 7 Yrs of Exp,"['Human Resources', 'Human Resources', 'HR', 'Recruitment']"
11335,Tour Operator,FTS Travels ,Cairo,Full Time,Entry Level,4 - 4 Yrs of Exp,['Customer Service
11336,Freight Forwarding Operations Manager Experience is A MUST,Confidential ,Nasr City,Full Time,Manager,6 - 15 Yrs of Exp,['Logistics
11337,Construction Manager,Tabarak Holding  ,Safaga,Full Time,Manager,10 - 15 Yrs of Exp,['Engineering - Construction
11338,Design and Manufacturing Engineer,Marryat & Scott Egypt ,Abu Rawash,Full Time,Experienced,1 - 3 Yrs of Exp,['R&D
11339,Freight Forwarding Sales Manager,Confidential ,New Cairo,Full Time,Manager,5 - 15 Yrs of Exp,['Customer Service
11340,Marketing Automation Specialist,Universities of Canada in Egypt ,New Capital,Full Time,Experienced,2 - 4 Yrs of Exp,['Marketing
11341,Project Manager,Tabarak Holding  ,Qusayr,Full Time,Manager,15 - 20 Yrs of Exp,['Engineering - Construction
11342,Senior Tender Engineer,Confidential ,Heliopolis,Full Time,Experienced,6 - 9 Yrs of Exp,['Engineering - Construction
11343,Senior .Net Developer,FRIDAL ,6th of October,Full Time,Experienced,5 - 7 Yrs of Exp,['IT
11344,Financial Planning And Analysis Head,SSC Egypt ,Cairo,Work From Home,Manager,5 - 10 Yrs of Exp,['Accounting
11345,Warehouse Manager,Al Omaraa Group for Ceramic and Porcelain Production ,10th of Ramadan City,Full Time,Manager,7+ Yrs of Exp,"['Administration', 'Operations"
11346,Treasury Assistant,Africa Re  ,New Cairo,Full Time,Experienced,1 - 2 Yrs of Exp,['Accounting
11347,Montessori & EYFS English Teachers,Kiddy Corner Nursery ,Sheraton,Full Time,Experienced,2 - 6 Yrs of Exp,['Education
11348,Market Research Executive,Confidential ,Alexandria,Full Time,Experienced,3 - 4 Yrs of Exp,['Marketing
11349,Senior Accountant,Nile University ,Sheikh Zayed,Full Time,Experienced,5+ Yrs of Exp,['Accounting
11350,QA Analyst,Sword Egypt ,Cairo,Full Time,Experienced,3 - 5 Yrs of Exp,['IT
11351,Associate Accountant,GlassQbe  ,Cairo,Full Time,Entry Level,1 - 3 Yrs of Exp,['Accounting
11352,Learning & Development,Confidential ,New Cairo,Full Time,Manager,7+ Yrs of Exp,"['Human Resources', 'Human Resources"
11353,Senior UI,Confidential ,Jeddah,Full Time,Experienced,5+ Yrs of Exp,['Creative
11354,Senior Import Logistics,Confidential ,Obour City,Full Time,Experienced,3 - 10 Yrs of Exp,"['females_only', 'Logistics"
11355,Customer Support Advisor,Ramtrade ,Nasr City,Full Time,Entry Level,2 - 4 Yrs of Exp,['Customer Service
11356,Business Development Engineer,Hivac Contracting ,New Cairo,Full Time,Experienced,3 - 5 Yrs of Exp,['Engineering - Construction
11357,Microbiology Lab Analyst,Zewail City ,6th of October,Full Time,Experienced,1 - 2 Yrs of Exp,['R&D
11358,Marketing Manager,Aquatop Company ,Cairo,Full Time,Manager,5+ Yrs of Exp,['Marketing
11359,Educational Projects Manager,NASS Academy ,Cairo,Full Time,Experienced,4 - 6 Yrs of Exp,['Operations
11360,Investment Opportunities and Industrial Integration Manager,Confidential ,Cairo,Full Time,Manager,15 - 20 Yrs of Exp,"['Engineering - Other', 'Feasibility Study', 'Mathematical Economics', 'Engineering Field', 'Business Intelligence', 'Data Analysis', 'Project Management', 'Research Analysis']"
11361,Treasury Manager,Giant Group ,10th of Ramadan City,Full Time,Manager,7 - 11 Yrs of Exp,['Accounting
11362,Administrative Assistant,LEONI Wiring System Egypt S.A.E ,Nasr City,Full Time,Experienced,2 - 4 Yrs of Exp,"['Administration', 'Administration', 'Office management', 'Microsoft Office', 'Secretary', 'Management', 'Coordination', 'Time Management']"
11363,IT System Admin,EEC Group ,Belbes,Full Time,Entry Level,1 - 3 Yrs of Exp,['IT
11364,Senior Backend Developer,INVENTO ,Cairo,Full Time,Experienced,5 - 8 Yrs of Exp,['IT
11365,Cost Controller Specialist,Altawakol for Steel Fabrication & Galvanization ,10th of Ramadan City,Full Time,Entry Level,1 - 3 Yrs of Exp,"['males_only', 'Accounting"
11366,Insurance Sales Director,Confidential ,Cairo,Full Time,Senior Management,10 - 15 Yrs of Exp,['Sales
11367,R D Specialist,Marbella For Food Industry  ,6th of October,Full Time,Experienced,3 - 6 Yrs of Exp,['R&D
11368,Insource English Customer Service,Etisalat Egypt ,Maadi,Full Time,Entry Level,Customer Service/Support,"['English', 'Call Center', 'Customer Service', 'Customer Support', 'Customer Care', 'English account', 'business', 'Communication', 'Etisalat']"
11369,Content Creator,Selah ElTelmeez For Publishing & printing ,Obour City,Full Time,Entry Level,2 - 4 Yrs of Exp,['Writing
11370,Service Desk Engineer,Qsource ,New Cairo,Full Time,Entry Level,1 - 1 Yrs of Exp,"['females_only', 'Installation"
11371,Safety Supervisor,Suez Canal container Terminal ,Port Fuad,Full Time,Experienced,3 - 5 Yrs of Exp,['Project
11372,Senior Sales Associate,Azza Fahmy Jewellery ,Cairo,Full Time,Entry Level,1 - 3 Yrs of Exp,['Sales
11373,Backend Lead,Confidential ,Giza,Full Time,Manager,3 - 5 Yrs of Exp,['IT
11374,EDA Support Specialist,Allamna Integrated Solutions ,Heliopolis,Full Time,Entry Level,0 - 1 Yrs of Exp,"['Administration', 'Administration', 'Supportspecialist', 'freshgraduate', 'fresh graduate', 'Business English', 'Microsoft Office', 'Fresh Grad']"
11375,Assistant information technology manager,SSC Egypt ,6th of October,Full Time,Experienced,3 - 5 Yrs of Exp,"['Administration', 'IT"
11376,Telesales Representative,Infotech ,Nasr City,Full Time,Experienced,1 - 3 Yrs of Exp,"['Business Development', 'Customer Service"
11377,Software Tester,Confidential ,Nasr City,Full Time,Experienced,3 - 5 Yrs of Exp,['IT
11378,Learning & Development Trainee,LEONI Wiring System Egypt S.A.E ,Nasr City,Full Time,Entry Level,0 - 1 Yrs of Exp,"['Human Resources', 'Development', 'HR', 'Human Resources"
11379,"Export Supervisor ""Food Poduction Only""",Confidential ,Sheikh Zayed,Full Time,Experienced,3 - 6 Yrs of Exp,"['Business Development', 'Marketing"
11380,Senior Structure Design Engineer,Q Desgin ,Maadi,Full Time,Experienced,7 - 9 Yrs of Exp,['Engineering - Construction
11381,Telesales Agent,ONYX Consulting & Trading ,Agouza,Full Time,Experienced,0 - 3 Yrs of Exp,['Customer Service
11382,HR Section Head,Confidential ,6th of October,Full Time,Experienced,7+ Yrs of Exp,"['Administration', 'Human Resources', 'Operations"
11383,Senior Product Owner,Ibn Sina Pharma ,New Cairo,Full Time,Experienced,4 - 7 Yrs of Exp,['IT
11384,German Teacher,ED World ,Haram,Full Time,Entry Level,2+ Yrs of Exp,['Education
11385,Technical Office Engineer,MAC EGYPT REAL ESTATE CO. ,10th of Ramadan City,Full Time,Experienced,5 - 8 Yrs of Exp,['Engineering - Construction
11386,Interior Design Engineer,Q Desgin ,Maadi,Full Time,Experienced,3 - 6 Yrs of Exp,['Engineering - Construction
11387,Medical Representatives,STIO Life Science ,Heliopolis,Full Time,Entry Level,0 - 3 Yrs of Exp,['Medical
11388,Electrical Design Engineer,Q Desgin ,Maadi,Full Time,Experienced,3 - 5 Yrs of Exp,['Creative
11389,Senior Full,Beyond Solution ,Maadi,Full Time,Experienced,2 - 3 Yrs of Exp,['IT
11390,Senior Tendering Engineer,Solera ,Heliopolis,Full Time,Experienced,8 - 10 Yrs of Exp,['Engineering - Construction
11391,Accountant & Treasury Accountant,Ellithy Group ,Heliopolis,Full Time,Entry Level,0 - 3 Yrs of Exp,['Accounting
11392,chief Accountant,EDECS El Dawlia for Engineering & Contracting ,New Cairo,Full Time,Experienced,10 - 15 Yrs of Exp,['Accounting
11393,Software Tester,Confidential ,Dokki,Full Time,Entry Level,1 - 10 Yrs of Exp,['IT
11394,Logistics Team Leader,SABA ,Heliopolis,Full Time,Experienced,7 - 10 Yrs of Exp,['IT
11395,Sales Service Engineer,Advansys for Trading & Contracting ,Cairo,Full Time,Experienced,1 - 2 Yrs of Exp,['Sales
11396,Page moderator,Ziedma ,Faisal,Part Time,Experienced,2 - 10 Yrs of Exp,['Marketing
11397,Physics Teacher,GPS ,Cairo,Full Time,Entry Level,0 - 2 Yrs of Exp,['Education
11398,Pattern Engineer,Sierra Engineering & Manufacturing ,Cairo,Full Time,Experienced,3+ Yrs of Exp,['Engineering - Mechanical
11399,Product & Brand Manager,Confidential ,Giza,Full Time,Manager,3 - 9 Yrs of Exp,['IT
11400,Technical Support,Dimofinf Operations Center ,Nasr City,Full Time,Entry Level,2 - 4 Yrs of Exp,"['Administration', 'Customer Service"
11401,Graphic Designer and Video Editor,NEW GCC GROUP LIMITLESS  ,Nasr City,Full Time,Experienced,2 - 5 Yrs of Exp,['Creative
11402,Senior Automation Tester,Al Soug,Giza,Full Time,Experienced,3 - 5 Yrs of Exp,['IT
11403,Sales Manager,Zain International Group ,Baghdad,Full Time,Manager,15 - 20 Yrs of Exp,"['males_only', 'Customer Service"
11404,Warehouse Specialist,Beko ,New Cairo,Full Time,Experienced,6 - 8 Yrs of Exp,"['Administration', 'Logistics"
11405,French Back Office Customer Service Representative,Majorel Egypt ,New Cairo,Full Time,Entry Level,Customer Service/Support,"['Customer Service', 'Customer Care', 'Customer Support', 'Microsoft Office', 'Back Office']"
11406,Graphic Designer,Zain International Group ,Sheraton,Full Time,Manager,10 - 20 Yrs of Exp,['Creative
11407,Technical Support,Perfect Presentation ,6th of October,Full Time,Experienced,3 - 5 Yrs of Exp,['IT
11408,Structural Engineer,Alicoegypt ,Heliopolis,Full Time,Entry Level,0 - 1 Yrs of Exp,['Engineering - Construction
11409,Sales Account Manager,IT Pillars ,Nasr City,Full Time,Experienced,2 - 4 Yrs of Exp,"['males_only', 'Sales"
11410,Project Manager,Confidential ,Alexandria,Full Time,Manager,6 - 7 Yrs of Exp,['Engineering - Construction
11411,Software engineer,1D Consulting ,Sheikh Zayed,Full Time,Entry Level,1 - 3 Yrs of Exp,"['Engineering - Other', 'Computer Science', 'Software Development', 'Problem Solving', 'programming languages', 'ITIL and Service Delivery management', 'workflow and security', 'Active Directory', 'Oracle RDBMS', 'ERP']"
11412,Business,Confidential ,Maadi,Full Time,Experienced,7 - 10 Yrs of Exp,"['Administration', 'Customer Service"
11413,Sr. HR Coordinator,egabi solutions ,Sheraton,Full Time,Experienced,2 - 4 Yrs of Exp,"['Human Resources', 'Administration', 'HR', 'Hr coordinator', 'Human Resources"
11414,Senior Customer Service Representative,shop4build ,Maadi,Full Time,Experienced,2 - 5 Yrs of Exp,['Customer Service
11415,QC Supervisor,Global Napi Pharmaceuticals ,6th of October,Full Time,Experienced,7 - 8 Yrs of Exp,"['Quality', 'Analyst"
11416,Supply Chain Supervisor,Confidential ,New Cairo,Full Time,Experienced,3 - 5 Yrs of Exp,['Logistics
11417,Internal Auditor,Beko ,New Cairo,Full Time,Experienced,5 - 7 Yrs of Exp,['Accounting
11418,Quality Manager,Zain International Group ,Baghdad,Full Time,Manager,10 - 20 Yrs of Exp,"['Quality', 'Communication', 'quality', 'Data Analysis', 'Quality Control']"
11419,Mechanical Maintenance Engineer,Pyramid Poultry ,Alsadat City,Full Time,Experienced,5 - 7 Yrs of Exp,['Installation
11420,Infrastructure & Data Center Assistant Manager,Network International ,New Cairo,Full Time,Experienced,4 - 8 Yrs of Exp,['IT
11421,Project Engineer,ES,Fayoum,Full Time,Experienced,3 - 5 Yrs of Exp,['Engineering - Construction
11422,Sales Representative,Prifix ,Cairo,Full Time,Experienced,2 - 10 Yrs of Exp,['Customer Service
11423,CRM Analyst,Erada ,Maadi,Full Time,Experienced,3 - 5 Yrs of Exp,"['Business Development', 'Customer Service"
11424,Telesales Agent,Erada ,Beni Suef,Full Time,Experienced,1 - 3 Yrs of Exp,['Sales
11425,Call Center Supervisor,Erada ,Maadi,Full Time,Experienced,3 - 5 Yrs of Exp,['Customer Service
11426,QA Specialist,Global Napi Pharmaceuticals ,6th of October,Full Time,Experienced,1 - 2 Yrs of Exp,"['Quality', 'Pharmaceutical', 'Quality Assurance', 'Pharmacy', 'validation', 'batch record', 'QA', 'Pharmaceutical', 'Quality', 'IS']"
11427,Assistant Architect,SNC,Nasr City,Full Time,Experienced,2 - 10 Yrs of Exp,['Engineering - Construction
11428,Mechanical Engineer,SNC,Nasr City,Full Time,Experienced,2 - 15 Yrs of Exp,['Engineering - Construction
11429,Assistant Electrical Engineer,SNC,Nasr City,Full Time,Experienced,2 - 10 Yrs of Exp,['Engineering - Construction
11430,Concrete Assistant Structure Engineer,SNC,Nasr City,Full Time,Experienced,2 - 10 Yrs of Exp,['Engineering - Construction
11431,Receptionist,SNC,Nasr City,Full Time,Experienced,2 - 10 Yrs of Exp,"['Administration', 'Customer Service"
11432,Finance Manager,MOSANADAH FOR TRAINING & EDUCATION  ,Agouza,Full Time,Manager,10 - 15 Yrs of Exp,['Accounting
11433,Business Development Manager,MOSANADAH FOR TRAINING & EDUCATION  ,Agouza,Full Time,Manager,10 - 15 Yrs of Exp,"['Business Development', 'Business Administration', 'Business Development', 'Planning', 'Customer Support', 'Marketing', 'sales skills', 'Sales', 'Management']"
11434,Marketing Manager,MOSANADAH FOR TRAINING & EDUCATION  ,Agouza,Full Time,Manager,10 - 15 Yrs of Exp,['Marketing
11435,Receivables Accountant,El Khalifa group ,Sheikh Zayed,Full Time,Experienced,3 - 10 Yrs of Exp,['Accounting
11436,Office Manager,El Khalifa group ,Hadayek Alahram,Full Time,Experienced,5 - 10 Yrs of Exp,"['Administration', 'Administration', 'Executive Secretary', 'Secretary', 'Microsoft Office', 'Administrative Assistance', 'Office Management', 'Front Desk']"
11437,Software Tester,Confidential ,Cairo,Full Time,Experienced,2 - 7 Yrs of Exp,['IT
11438,Junior ASP.NET Web Developer 33011,Ditech Egypt ,Cairo,Full Time,Experienced,1 - 6 Yrs of Exp,['Engineering - Telecom
11439,English Back Office Agents,Majorel Egypt ,Katameya,Full Time,Entry Level,1 - 3 Yrs of Exp,"['Administration', 'Customer Service"
11440,English Mail & Chat Agents,Majorel Egypt ,Katameya,Full Time,Entry Level,1 - 3 Yrs of Exp,"['Administration', 'Customer Service"
11441,English Call Center & Back office Agents,Majorel Egypt ,Katameya,Full Time,Entry Level,1 - 3 Yrs of Exp,"['Administration', 'Customer Service"
11442,Receptionist,Lushelle Clinic ,San Stefano,Full Time,Entry Level,1 - 1 Yrs of Exp,"['females_only', 'Customer Service"
11443,Electrical Office Engineer,TELETEC GLOBAL CONTRACTORS ,Giza,Full Time,Experienced,7 - 10 Yrs of Exp,['Engineering - Mechanical
11444,Production Engineer,Confidential ,Alsadat City,Full Time,Experienced,1 - 4 Yrs of Exp,"['males_only', 'Manufacturing"
11445,Senior Voice Engineer,Confidential ,Maadi,Full Time,Experienced,2 - 3 Yrs of Exp,['IT
11446,Maintenance Engineer,Leader cosmetics ,Badr City,Full Time,Experienced,3 - 5 Yrs of Exp,"['males_only', 'Installation"
11447,Network Security Engineer,Confidential ,Maadi,Full Time,Experienced,1 - 1 Yrs of Exp,['IT
11448,Production Specialist,Leader cosmetics ,Badr City,Full Time,Entry Level,0 - 3 Yrs of Exp,['R&D
11449,Fleet Maintenance Engineer,Kadmar Group ,Ain Sokhna,Full Time,Experienced,3+ Yrs of Exp,"['males_only', 'Installation"
11450,Full Stack Developer,Ofoq Consulting ,Cairo,Full Time,Experienced,3 - 5 Yrs of Exp,"['males_preferred', 'IT"
11451,Digital Marketing Executive,NEW GCC GROUP LIMITLESS  ,Nasr City,Full Time,Experienced,3 - 5 Yrs of Exp,['Marketing
11452,Purchasing Specialist,Confidential ,Alsadat City,Full Time,Experienced,1 - 4 Yrs of Exp,"['males_only', 'Purchasing"
11453,Junior Accountant,Rubyred Garment ,Bourj Alarab,Full Time,Entry Level,1 - 3 Yrs of Exp,['Accounting
11454,Electrical Engineer,Confidential ,Alsadat City,Full Time,Experienced,1 - 4 Yrs of Exp,"['males_only', 'Engineering - Mechanical"
11455,Mechanical Engineer,Confidential ,Alsadat City,Full Time,Experienced,2 - 4 Yrs of Exp,"['males_only', 'Engineering - Mechanical"
11456,Production Engineer,Confidential ,Giza,Full Time,Experienced,4+ Yrs of Exp,['Manufacturing
11457,Human Resources Supervisor,Leader cosmetics ,Qanater Khairya,Full Time,Experienced,3 - 5 Yrs of Exp,"['Administration', 'Human Resources', 'Operations"
11458,Quality Control Engineer,Confidential ,Alsadat City,Full Time,Experienced,1 - 4 Yrs of Exp,"['males_only', 'Quality', 'Analytical Skills', 'quality', 'Quality Control', 'Quality engineer', 'technical']"
11459,Software Project Manager,softprograms ,Nasr City,Full Time,Manager,7 - 10 Yrs of Exp,['IT
11460,Information Technology Application Specialist,Men's Club ,Shubra,Full Time,Experienced,2 - 3 Yrs of Exp,['IT
11461,Sales Representative at Matajer Mall,Al Mokhtar Optics ,Smouha,Full Time,Experienced,3 - 4 Yrs of Exp,['Sales
11462,Production Manager,Elle cosmetics ,6th of October,Full Time,Manager,5 - 9 Yrs of Exp,['Manufacturing
11463,Sales Representative,Nile Eyewear ,6th of October,Full Time,Experienced,3 - 6 Yrs of Exp,['Customer Service
11464,Accounting Analyst,Nile Eyewear ,6th of October,Full Time,Experienced,2 - 10 Yrs of Exp,['Accounting
11465,Administrative Assistant,Confidential ,Dokki,Full Time,Entry Level,1 - 3 Yrs of Exp,"['females_only', 'Accounting"
11466,Senior Production Planner,Egyptian For Cosmetics ,Gamasa,Full Time,Senior Management,3 - 6 Yrs of Exp,['Logistics
11467,Cashier,Confidential ,Maadi,Full Time,Entry Level,0 - 3 Yrs of Exp,"['males_only', 'Accounting"
11468,IT Specialist,FlairsTech ,Maadi,Full Time,Experienced,5 - 8 Yrs of Exp,['IT
11469,Export Sales Manager,Confidential ,Downtown,Full Time,Manager,15 - 20 Yrs of Exp,['Sales
11470,Human Resources Manager,Memaar Alashraaf ,New Cairo,Full Time,Manager,7 - 10 Yrs of Exp,"['Administration', 'Development', 'Human Resources', 'Human Resources"
11471,Sales Representative,iLock ,New Cairo,Full Time,Entry Level,2 - 7 Yrs of Exp,"['Administration', 'Business Development', 'Sales"
11472,A CTO for a Saudi Startup,Agd Ejar ,Cairo,Full Time,Senior Management,5+ Yrs of Exp,['IT
11473,Property Advisor,The Address Investments ,New Cairo,Full Time,Entry Level,Sales/Retail,"['Advisor', 'Property', 'property advisor', 'Real Estate', 'Sales', 'sales skills', 'Sales Target']"
11474,Customer Service Representative,Premier Services and Recruitment ,Ras al-Khaimah,Full Time,Entry Level,1+ Yrs of Exp,['Customer Service
11475,WFM Analyst,Premier Services and Recruitment ,Ras al-Khaimah,Full Time,Experienced,2+ Yrs of Exp,['Customer Service
11476,Production Specialist,Rameda ,6th of October,Full Time,Experienced,1 - 3 Yrs of Exp,['Manufacturing
11477,Production Specialist,Rameda ,6th of October,Full Time,Experienced,1 - 3 Yrs of Exp,['Manufacturing
11478,Sales Executive,Cosmofun  ,6th of October,Full Time,Experienced,4 - 6 Yrs of Exp,['Customer Service
11479,Senior Social Media Manager,Signature ,Sheraton,Full Time,Experienced,3+ Yrs of Exp,"['females_only', 'Marketing"
11480,Call Center Agent,4level1 ,Cairo,Full Time,Entry Level,1 - 2 Yrs of Exp,['Customer Service
11481,Academic Supervisor,4level1 ,Cairo,Full Time,Manager,3+ Yrs of Exp,['Customer Service
11482,Export Sales Manager,Confidential ,Badr City,Full Time,Manager,10 - 15 Yrs of Exp,['Manufacturing
11483,Telesales Agent,4level1 ,Cairo,Full Time,Entry Level,0 - 2 Yrs of Exp,['Customer Service
11484,Branch Manager,4level1 ,Cairo,Full Time,Manager,5+ Yrs of Exp,['Customer Service
11485,Online English Instructor,4level1 ,Cairo,Full Time,Entry Level,Education/Teaching,['Training
11486,Travel Consultant,GTE ,Sheraton,Full Time,Experienced,2 - 4 Yrs of Exp,['Tourism
11487,Marketing Executive,Micro Engineering ,Heliopolis,Full Time,Experienced,2 - 4 Yrs of Exp,['Marketing
11488,Project Coordinator,Micro Engineering ,Cairo,Full Time,Experienced,1 - 3 Yrs of Exp,"['Administration', 'IT"
11489,Senior Architect, Decorai design   ,Rehab City,Full Time,Experienced,5 - 8 Yrs of Exp,['Engineering - Construction
11490,Marketing Communication Specialist,Eg Insurtech ,Cairo,Full Time,Experienced,3 - 5 Yrs of Exp,['Marketing
11491,Product Marketing Specialist,Eg Insurtech ,Cairo,Full Time,Experienced,3 - 6 Yrs of Exp,['Marketing
11492,Performance Marketing Specialist,Softec Technologies ,Cairo,Full Time,Experienced,3 - 5 Yrs of Exp,['Marketing
11493,Junior Patent Agent,Eldib & Co ,Alkhalifa,Full Time,Entry Level,0 - 3 Yrs of Exp,"['Pharmaceutical', 'Chemistry', 'Pharmacy', 'Physics', 'Patents']"
11494,Senior Marketing Specialist,Softec Technologies ,Maadi,Full Time,Experienced,4 - 6 Yrs of Exp,['Marketing
11495,Project Manager,Confidential ,10th of Ramadan City,Full Time,Manager,7 - 10 Yrs of Exp,['Engineering - Construction
11496,Software Project Manager,GET Group,Heliopolis,Full Time,Experienced,4+ Yrs of Exp,['IT
11497,Senior Accountant,Hijab Boutique ,Cairo,Full Time,Experienced,3 - 10 Yrs of Exp,['Accounting
11498,Junior Civil Site Engineer,AlGammal Contracting ,Abu Qir,Full Time,Entry Level,1 - 3 Yrs of Exp,"['males_only', 'Engineering - Construction"
11499,Talent Acquisition Specialist,DME Holding ,Cairo,Full Time,Experienced,2 - 4 Yrs of Exp,"['Human Resources', 'Microsoft Excel', 'Recruitment', 'Recruiting', 'Talent acquisition', 'Human Resources', 'Hiring', 'human resources management', 'Human Resources"
11500,Project Coordinator,MAAP Electromechanical Engineers ,New Cairo,Full Time,Experienced,2 - 8 Yrs of Exp,"['males_preferred', 'Engineering - Construction"
11501,Software Quality Control Engineer,GET Group,Heliopolis,Full Time,Experienced,3+ Yrs of Exp,['IT
11502,Team Lead .Net Developer,GET Group,Heliopolis,Full Time,Experienced,6+ Yrs of Exp,['IT
